fpr,tpr
0.0,0.0
0.0,0.003676470588235294
0.0,0.1875
0.00010279605263157894,0.1875
0.00010279605263157894,0.3014705882352941
0.00020559210526315788,0.3014705882352941
0.00020559210526315788,0.39338235294117646
0.0003083881578947368,0.39338235294117646
0.0003083881578947368,0.4007352941176471
0.00041118421052631577,0.4007352941176471
0.00041118421052631577,0.40441176470588236
0.0006167763157894736,0.40441176470588236
0.0006167763157894736,0.4852941176470588
0.0007195723684210526,0.4852941176470588
0.0007195723684210526,0.4889705882352941
0.0008223684210526315,0.4889705882352941
0.0008223684210526315,0.4963235294117647
0.0010279605263157894,0.4963235294117647
0.0010279605263157894,0.5036764705882353
0.0011307565789473685,0.5036764705882353
0.0011307565789473685,0.5294117647058824
0.0012335526315789473,0.5294117647058824
0.0012335526315789473,0.5551470588235294
0.0013363486842105264,0.5551470588235294
0.0013363486842105264,0.5661764705882353
0.0015419407894736842,0.5661764705882353
0.0015419407894736842,0.5698529411764706
0.001644736842105263,0.5698529411764706
0.001644736842105263,0.5735294117647058
0.0017475328947368421,0.5735294117647058
0.0017475328947368421,0.5845588235294118
0.001850328947368421,0.5845588235294118
0.001850328947368421,0.5919117647058824
0.002158717105263158,0.5919117647058824
0.002158717105263158,0.6102941176470589
0.002261513157894737,0.6102941176470589
0.002261513157894737,0.6433823529411765
0.0023643092105263158,0.6433823529411765
0.0023643092105263158,0.6507352941176471
0.0024671052631578946,0.6507352941176471
0.0024671052631578946,0.6580882352941176
0.0026726973684210527,0.6580882352941176
0.0026726973684210527,0.6838235294117647
0.0027754934210526315,0.6838235294117647
0.0027754934210526315,0.7022058823529411
0.0028782894736842104,0.7022058823529411
0.0028782894736842104,0.7058823529411765
0.0029810855263157896,0.7058823529411765
0.0029810855263157896,0.7389705882352942
0.0031866776315789473,0.7389705882352942
0.0031866776315789473,0.7426470588235294
0.003289473684210526,0.7426470588235294
0.003289473684210526,0.7757352941176471
0.003597861842105263,0.7757352941176471
0.003597861842105263,0.7867647058823529
0.003700657894736842,0.7867647058823529
0.003700657894736842,0.7904411764705882
0.003803453947368421,0.7904411764705882
0.003803453947368421,0.7977941176470589
0.004009046052631579,0.7977941176470589
0.004009046052631579,0.8014705882352942
0.004111842105263158,0.8014705882352942
0.004111842105263158,0.8088235294117647
0.004317434210526316,0.8088235294117647
0.004317434210526316,0.8161764705882353
0.004420230263157895,0.8161764705882353
0.004420230263157895,0.8198529411764706
0.004523026315789474,0.8198529411764706
0.004523026315789474,0.8235294117647058
0.004625822368421052,0.8235294117647058
0.004625822368421052,0.8272058823529411
0.0047286184210526315,0.8272058823529411
0.0047286184210526315,0.8455882352941176
0.004831414473684211,0.8455882352941176
0.004831414473684211,0.8602941176470589
0.0050370065789473685,0.8602941176470589
0.0050370065789473685,0.8639705882352942
0.005653782894736842,0.8639705882352942
0.005653782894736842,0.8676470588235294
0.006373355263157895,0.8676470588235294
0.006373355263157895,0.8713235294117647
0.006578947368421052,0.8713235294117647
0.006578947368421052,0.875
0.0066817434210526315,0.875
0.0066817434210526315,0.8786764705882353
0.006784539473684211,0.8786764705882353
0.006784539473684211,0.8823529411764706
0.007092927631578948,0.8823529411764706
0.007092927631578948,0.8860294117647058
0.007298519736842105,0.8860294117647058
0.007298519736842105,0.8897058823529411
0.007504111842105263,0.8897058823529411
0.007504111842105263,0.9044117647058824
0.007709703947368421,0.9044117647058824
0.007709703947368421,0.9154411764705882
0.008120888157894737,0.9154411764705882
0.008120888157894737,0.9191176470588235
0.009251644736842105,0.9191176470588235
0.009251644736842105,0.9227941176470589
0.010074013157894737,0.9227941176470589
0.010074013157894737,0.9301470588235294
0.010382401315789474,0.9301470588235294
0.010382401315789474,0.9338235294117647
0.010485197368421052,0.9338235294117647
0.010485197368421052,0.9375
0.011204769736842105,0.9375
0.011204769736842105,0.9411764705882353
0.011924342105263159,0.9411764705882353
0.011924342105263159,0.9448529411764706
0.013055098684210526,0.9448529411764706
0.013055098684210526,0.9485294117647058
0.01644736842105263,0.9485294117647058
0.01644736842105263,0.9522058823529411
0.01850328947368421,0.9522058823529411
0.01850328947368421,0.9558823529411765
0.022923519736842105,0.9558823529411765
0.022923519736842105,0.9595588235294118
0.023643092105263157,0.9595588235294118
0.023643092105263157,0.9632352941176471
0.025082236842105265,0.9632352941176471
0.025082236842105265,0.9669117647058824
0.02528782894736842,0.9669117647058824
0.02528782894736842,0.9705882352941176
0.027138157894736843,0.9705882352941176
0.027138157894736843,0.9742647058823529
0.030016447368421052,0.9742647058823529
0.030016447368421052,0.9779411764705882
0.03289473684210526,0.9779411764705882
0.03289473684210526,0.9816176470588235
0.033203125,0.9816176470588235
0.033203125,0.9852941176470589
0.0658922697368421,0.9852941176470589
0.0658922697368421,0.9889705882352942
0.0708264802631579,0.9889705882352942
0.0708264802631579,0.9926470588235294
0.07606907894736842,0.9926470588235294
0.07606907894736842,0.9963235294117647
0.17578125,0.9963235294117647
0.17578125,1.0
0.5626027960526315,1.0
0.5628083881578947,1.0
1.0,1.0
